DATE,Fiveyr,Sevenyr,Tenyr,Twentyyr,Thirtyyr
09/14/20,-1.27,-1.14,-0.97,-0.59,-0.32
09/11/20,-1.27,-1.15,-0.98,-0.6,-0.33
09/10/20,-1.28,-1.17,-1.01,-0.62,-0.36
09/09/20,-1.29,-1.17,-1,-0.61,-0.34
09/08/20,-1.27,-1.16,-0.99,-0.61,-0.35
09/04/20,-1.27,-1.15,-0.98,-0.59,-0.33
09/03/20,-1.29,-1.18,-1.02,-0.65,-0.39
09/02/20,-1.35,-1.23,-1.07,-0.67,-0.4
09/01/20,-1.39,-1.26,-1.08,-0.67,-0.39
08/31/20,-1.41,-1.27,-1.08,-0.64,-0.35
08/28/20,-1.4,-1.26,-1.03,-0.57,-0.28
08/27/20,-1.34,-1.19,-0.99,-0.55,-0.26
08/26/20,-1.35,-1.22,-1.03,-0.63,-0.35
08/25/20,-1.3,-1.18,-1.01,-0.61,-0.34
08/24/20,-1.29,-1.18,-1.02,-0.63,-0.36
08/21/20,-1.25,-1.15,-1,-0.61,-0.34
08/20/20,-1.22,-1.12,-0.97,-0.56,-0.26
08/19/20,-1.26,-1.15,-0.99,-0.6,-0.33
08/18/20,-1.28,-1.17,-1.01,-0.62,-0.35
08/17/20,-1.25,-1.13,-0.97,-0.56,-0.28
08/14/20,-1.24,-1.11,-0.94,-0.54,-0.26
08/13/20,-1.24,-1.12,-0.96,-0.57,-0.3
08/12/20,-1.26,-1.14,-0.98,-0.61,-0.35
08/11/20,-1.23,-1.13,-0.99,-0.63,-0.37
08/10/20,-1.25,-1.15,-1.02,-0.67,-0.41
08/07/20,-1.27,-1.18,-1.04,-0.69,-0.41
08/06/20,-1.32,-1.22,-1.08,-0.72,-0.45
08/05/20,-1.3,-1.2,-1.06,-0.71,-0.45
08/04/20,-1.26,-1.17,-1.05,-0.71,-0.46
08/03/20,-1.24,-1.15,-1.02,-0.69,-0.44
07/31/20,-1.19,-1.11,-1,-0.69,-0.45
07/30/20,-1.14,-1.07,-0.97,-0.68,-0.42
07/29/20,-1.13,-1.06,-0.95,-0.65,-0.4
07/28/20,-1.1,-1.03,-0.92,-0.63,-0.39
07/27/20,-1.08,-1,-0.9,-0.6,-0.36
07/24/20,-1.08,-1.01,-0.92,-0.62,-0.37
07/23/20,-1.1,-1.02,-0.9,-0.59,-0.34
07/22/20,-1.13,-1.02,-0.88,-0.55,-0.32
07/21/20,-1.13,-1.01,-0.87,-0.54,-0.32
07/20/20,-1.08,-0.97,-0.84,-0.52,-0.3
07/17/20,-1.06,-0.96,-0.82,-0.5,-0.28
07/16/20,-1.02,-0.92,-0.79,-0.48,-0.27
07/15/20,-1,-0.9,-0.77,-0.46,-0.24
07/14/20,-0.99,-0.9,-0.78,-0.48,-0.25
07/13/20,-0.97,-0.9,-0.78,-0.48,-0.24
07/10/20,-0.95,-0.87,-0.76,-0.46,-0.22
07/09/20,-0.94,-0.87,-0.77,-0.48,-0.24
07/08/20,-0.95,-0.87,-0.75,-0.43,-0.19
07/07/20,-0.97,-0.89,-0.78,-0.47,-0.23
07/06/20,-0.97,-0.88,-0.76,-0.44,-0.2
07/02/20,-0.92,-0.84,-0.73,-0.42,-0.18
07/01/20,-0.86,-0.79,-0.68,-0.38,-0.15
06/30/20,-0.87,-0.79,-0.68,-0.38,-0.15
06/29/20,-0.86,-0.8,-0.7,-0.41,-0.18
06/26/20,-0.81,-0.76,-0.68,-0.43,-0.2
06/25/20,-0.79,-0.73,-0.65,-0.4,-0.16
06/24/20,-0.77,-0.72,-0.64,-0.38,-0.14
06/23/20,-0.81,-0.75,-0.66,-0.38,-0.14
06/22/20,-0.77,-0.71,-0.63,-0.36,-0.12
06/19/20,-0.73,-0.68,-0.6,-0.33,-0.09
06/18/20,-0.78,-0.69,-0.57,-0.29,-0.07
06/17/20,-0.67,-0.61,-0.52,-0.24,-0.01
06/16/20,-0.68,-0.62,-0.52,-0.23,-0.01
06/15/20,-0.65,-0.59,-0.52,-0.27,-0.05
06/12/20,-0.62,-0.57,-0.5,-0.26,-0.04
06/11/20,-0.63,-0.61,-0.55,-0.31,-0.1
06/10/20,-0.67,-0.61,-0.52,-0.25,-0.03
06/09/20,-0.58,-0.51,-0.42,-0.16,0.05
06/08/20,-0.53,-0.48,-0.4,-0.15,0.08
06/05/20,-0.48,-0.43,-0.36,-0.12,0.1
06/04/20,-0.48,-0.45,-0.4,-0.15,0.06
06/03/20,-0.5,-0.49,-0.44,-0.19,0.02
06/02/20,-0.52,-0.52,-0.5,-0.26,-0.03
06/01/20,-0.53,-0.53,-0.52,-0.3,-0.06
05/29/20,-0.53,-0.53,-0.5,-0.27,-0.07
05/28/20,-0.52,-0.52,-0.48,-0.24,-0.05
05/27/20,-0.48,-0.48,-0.46,-0.25,-0.03
05/26/20,-0.47,-0.46,-0.44,-0.24,-0.03
05/22/20,-0.46,-0.46,-0.46,-0.28,-0.08
05/21/20,-0.46,-0.46,-0.46,-0.27,-0.08
05/20/20,-0.49,-0.49,-0.48,-0.29,-0.1
05/19/20,-0.47,-0.47,-0.45,-0.25,-0.06
05/18/20,-0.46,-0.46,-0.44,-0.25,-0.07
05/15/20,-0.44,-0.45,-0.45,-0.28,-0.11
05/14/20,-0.4,-0.43,-0.43,-0.26,-0.09
05/13/20,-0.4,-0.43,-0.43,-0.25,-0.08
05/12/20,-0.38,-0.4,-0.4,-0.23,-0.05
05/11/20,-0.39,-0.41,-0.4,-0.23,-0.05
05/08/20,-0.41,-0.43,-0.43,-0.25,-0.07
05/07/20,-0.41,-0.44,-0.45,-0.28,-0.11
05/06/20,-0.34,-0.38,-0.38,-0.21,-0.04
05/05/20,-0.35,-0.42,-0.44,-0.27,-0.12
05/04/20,-0.33,-0.41,-0.43,-0.27,-0.12
05/01/20,-0.32,-0.4,-0.42,-0.26,-0.12
04/30/20,-0.36,-0.42,-0.43,-0.27,-0.12
04/29/20,-0.42,-0.49,-0.51,-0.35,-0.22
04/28/20,-0.39,-0.5,-0.52,-0.38,-0.26
04/27/20,-0.37,-0.47,-0.5,-0.36,-0.24
04/24/20,-0.36,-0.48,-0.51,-0.38,-0.26
04/23/20,-0.3,-0.41,-0.44,-0.31,-0.2
04/22/20,-0.32,-0.42,-0.43,-0.29,-0.17
04/21/20,-0.24,-0.37,-0.38,-0.25,-0.14
04/20/20,-0.21,-0.3,-0.31,-0.16,-0.04
04/17/20,-0.31,-0.36,-0.36,-0.19,-0.02
04/16/20,-0.35,-0.41,-0.42,-0.25,-0.09
04/15/20,-0.53,-0.56,-0.56,-0.38,-0.19
04/14/20,-0.52,-0.53,-0.53,-0.35,-0.14
04/13/20,-0.5,-0.51,-0.5,-0.33,-0.13
04/09/20,-0.49,-0.5,-0.5,-0.32,-0.12
04/08/20,-0.4,-0.42,-0.42,-0.24,-0.04
04/07/20,-0.38,-0.42,-0.42,-0.24,-0.06
04/06/20,-0.41,-0.47,-0.47,-0.28,-0.09
04/03/20,-0.39,-0.45,-0.46,-0.26,-0.08
04/02/20,-0.34,-0.39,-0.4,-0.21,-0.03
04/01/20,-0.19,-0.27,-0.29,-0.1,0.07
03/31/20,-0.12,-0.16,-0.17,0,0.16
03/30/20,-0.18,-0.24,-0.25,-0.1,0.04
03/27/20,-0.13,-0.2,-0.22,-0.12,-0.03
03/26/20,-0.21,-0.24,-0.24,-0.14,-0.05
03/25/20,-0.13,-0.18,-0.19,-0.09,0
03/24/20,-0.03,-0.11,-0.13,-0.09,-0.07
03/23/20,0.01,-0.03,-0.04,-0.02,-0.01
03/20/20,0.21,0.17,0.17,0.26,0.34
03/19/20,0.52,0.56,0.62,0.71,0.78
03/18/20,0.63,0.56,0.55,0.66,0.75
03/17/20,0.5,0.41,0.39,0.54,0.67
03/16/20,0.19,0.04,0,0.17,0.31
03/13/20,0.17,0.07,0.04,0.22,0.39
03/12/20,0.03,-0.04,-0.04,0.14,0.3
03/11/20,-0.03,-0.13,-0.14,0,0.13
03/10/20,-0.14,-0.23,-0.24,-0.08,0.06
03/09/20,-0.34,-0.44,-0.45,-0.32,-0.2
03/06/20,-0.56,-0.57,-0.57,-0.41,-0.22
03/05/20,-0.61,-0.56,-0.48,-0.24,-0.01
03/04/20,-0.59,-0.53,-0.44,-0.18,0.04
03/03/20,-0.57,-0.51,-0.43,-0.17,0.05
03/02/20,-0.44,-0.39,-0.31,-0.09,0.11
02/28/20,-0.44,-0.37,-0.28,0,0.24
02/27/20,-0.37,-0.31,-0.23,0.01,0.19
02/26/20,-0.36,-0.3,-0.21,0.04,0.2
02/25/20,-0.36,-0.29,-0.2,0.04,0.19
02/24/20,-0.36,-0.3,-0.21,0.04,0.19
02/21/20,-0.3,-0.24,-0.15,0.07,0.22
02/20/20,-0.26,-0.19,-0.11,0.1,0.26
02/19/20,-0.24,-0.17,-0.09,0.14,0.29
02/18/20,-0.25,-0.19,-0.1,0.13,0.28
02/14/20,-0.22,-0.16,-0.07,0.16,0.32
02/13/20,-0.22,-0.15,-0.06,0.18,0.33
02/12/20,-0.19,-0.12,-0.04,0.2,0.36
02/11/20,-0.2,-0.14,-0.06,0.17,0.34
02/10/20,-0.24,-0.18,-0.1,0.14,0.3
02/07/20,-0.2,-0.15,-0.07,0.15,0.31
02/06/20,-0.16,-0.11,-0.02,0.21,0.36
02/05/20,-0.15,-0.09,0,0.23,0.4
02/04/20,-0.16,-0.11,-0.03,0.19,0.36
02/03/20,-0.21,-0.16,-0.09,0.13,0.3
01/31/20,-0.28,-0.22,-0.14,0.09,0.26
01/30/20,-0.2,-0.15,-0.07,0.14,0.3
01/29/20,-0.17,-0.12,-0.04,0.17,0.32
01/28/20,-0.12,-0.07,0,0.2,0.36
01/27/20,-0.12,-0.08,-0.02,0.17,0.33
01/24/20,-0.11,-0.06,0.02,0.22,0.38
01/23/20,-0.09,-0.04,0.04,0.25,0.41
01/22/20,-0.07,-0.02,0.05,0.27,0.44
01/21/20,-0.09,-0.04,0.04,0.27,0.44
01/17/20,-0.05,0.01,0.09,0.31,0.49
01/16/20,-0.05,0,0.07,0.29,0.46
01/15/20,-0.07,-0.02,0.04,0.26,0.44
01/14/20,-0.07,-0.02,0.05,0.27,0.46
01/13/20,-0.05,0.01,0.08,0.3,0.48
01/10/20,-0.04,0.01,0.07,0.29,0.47
01/09/20,-0.02,0.03,0.11,0.33,0.52
01/08/20,-0.01,0.04,0.12,0.35,0.54
01/07/20,-0.05,0.01,0.09,0.33,0.52
01/06/20,-0.08,-0.02,0.06,0.29,0.48
01/03/20,-0.1,-0.05,0.03,0.26,0.45
01/02/20,-0.05,0.01,0.08,0.32,0.5
12/31/19,0.01,0.07,0.15,0.39,0.58
12/30/19,0.02,0.08,0.15,0.38,0.55
12/27/19,0.04,0.08,0.15,0.36,0.54
12/26/19,0.06,0.1,0.16,0.36,0.54
12/24/19,0.05,0.09,0.15,0.35,0.53
12/23/19,0.08,0.12,0.18,0.37,0.55
12/20/19,0.06,0.1,0.15,0.35,0.52
12/19/19,0.05,0.09,0.15,0.34,0.52
12/18/19,0.06,0.1,0.16,0.36,0.54
12/17/19,0.06,0.09,0.14,0.34,0.52
12/16/19,0.08,0.11,0.16,0.35,0.52
12/13/19,0.04,0.07,0.12,0.32,0.5
12/12/19,0.11,0.13,0.18,0.37,0.53
12/11/19,0.04,0.07,0.1,0.3,0.47
12/10/19,0.09,0.11,0.14,0.33,0.5
12/09/19,0.08,0.11,0.14,0.33,0.51
12/06/19,0.08,0.1,0.15,0.35,0.51
12/05/19,0.07,0.09,0.13,0.33,0.49
12/04/19,0.06,0.07,0.11,0.31,0.47
12/03/19,0.03,0.05,0.09,0.28,0.44
12/02/19,0.11,0.14,0.18,0.38,0.54
11/29/19,0.12,0.13,0.17,0.35,0.5
11/27/19,0.09,0.11,0.14,0.32,0.47
11/26/19,0.06,0.08,0.12,0.3,0.44
11/25/19,0.09,0.1,0.14,0.32,0.47
11/22/19,0.09,0.11,0.15,0.34,0.49
11/21/19,0.09,0.1,0.14,0.34,0.51
11/20/19,0.07,0.09,0.13,0.33,0.49
11/19/19,0.1,0.12,0.16,0.37,0.53
11/18/19,0.09,0.13,0.18,0.39,0.57
11/15/19,0.13,0.16,0.21,0.41,0.59
11/14/19,0.09,0.14,0.2,0.4,0.58
11/13/19,0.11,0.16,0.22,0.42,0.6
11/12/19,0.13,0.17,0.22,0.42,0.61
11/08/19,0.11,0.16,0.23,0.44,0.63
11/07/19,0.13,0.17,0.23,0.43,0.61
11/06/19,0.06,0.09,0.15,0.36,0.54
11/05/19,0.08,0.12,0.18,0.39,0.58
11/04/19,0.04,0.08,0.15,0.36,0.56
11/01/19,0.05,0.08,0.14,0.35,0.54
10/31/19,0.07,0.09,0.15,0.37,0.55
10/30/19,0.14,0.16,0.21,0.42,0.6
10/29/19,0.15,0.18,0.23,0.45,0.64
10/28/19,0.13,0.15,0.21,0.43,0.61
10/25/19,0.07,0.1,0.15,0.38,0.56
10/24/19,0.06,0.09,0.15,0.37,0.56
10/23/19,0.06,0.09,0.16,0.37,0.56
10/22/19,0.07,0.11,0.17,0.38,0.58
10/21/19,0.08,0.11,0.19,0.42,0.6
10/18/19,0.04,0.08,0.16,0.39,0.58
10/17/19,0.05,0.09,0.17,0.4,0.59
10/16/19,0.22,0.19,0.18,0.39,0.6
10/15/19,0.26,0.22,0.21,0.41,0.59
10/11/19,0.25,0.21,0.2,0.4,0.59
10/10/19,0.19,0.16,0.15,0.36,0.57
10/09/19,0.16,0.12,0.1,0.32,0.52
10/08/19,0.11,0.07,0.06,0.28,0.48
10/07/19,0.11,0.06,0.05,0.26,0.46
10/04/19,0.07,0.03,0.02,0.23,0.43
10/03/19,0.09,0.06,0.06,0.27,0.48
10/02/19,0.14,0.11,0.1,0.31,0.51
10/01/19,0.18,0.14,0.13,0.33,0.52
09/30/19,0.2,0.16,0.15,0.34,0.53
09/27/19,0.2,0.17,0.16,0.35,0.53
09/26/19,0.19,0.15,0.13,0.33,0.51
09/25/19,0.19,0.15,0.13,0.33,0.52
09/24/19,0.13,0.08,0.06,0.27,0.45
09/23/19,0.17,0.13,0.11,0.31,0.49
09/20/19,0.19,0.14,0.13,0.32,0.5
09/19/19,0.25,0.21,0.18,0.38,0.57
09/18/19,0.28,0.23,0.21,0.41,0.59
09/17/19,0.2,0.17,0.15,0.36,0.56
09/16/19,0.21,0.19,0.17,0.39,0.59
09/13/19,0.29,0.25,0.23,0.45,0.65
09/12/19,0.22,0.19,0.16,0.38,0.58
09/11/19,0.2,0.17,0.15,0.36,0.56
09/10/19,0.18,0.14,0.12,0.34,0.54
09/09/19,0.11,0.08,0.06,0.27,0.47
09/06/19,0.07,0.03,0.01,0.21,0.41
09/05/19,0.08,0.04,0.01,0.23,0.43
09/04/19,0.01,-0.02,-0.04,0.18,0.39
09/03/19,0.06,0.01,-0.03,0.14,0.37
08/30/19,0.04,-0.01,-0.05,0.16,0.35
08/29/19,0.01,-0.04,-0.09,0.07,0.31
08/28/19,0.01,-0.04,-0.08,0.08,0.32
08/27/19,0.04,-0.01,-0.06,0.11,0.36
08/26/19,0.09,0.05,0,0.2,0.44
08/23/19,0.05,0.02,-0.02,0.19,0.42
08/22/19,0.15,0.11,0.07,0.29,0.51
08/21/19,0.13,0.09,0.05,0.28,0.5
08/20/19,0.08,0.05,0.02,0.22,0.48
08/19/19,0.11,0.07,0.04,0.27,0.49
08/16/19,0.08,0.05,0.01,0.2,0.44
